name,abbr,agegrp,year,deaths
Estonia,EE,Y20-39,2021,324.0
Estonia,EE,Y20-39,2022,341.0
Estonia,EE,Y20-39,2023,330.0
Estonia,EE,Y20-39,2024,316.0
Estonia,EE,Y40-59,2015,1769.0
Estonia,EE,Y40-59,2016,1711.0
Estonia,EE,Y40-59,2017,1580.0
Estonia,EE,Y40-59,2018,1644.0
Estonia,EE,Y40-59,2019,1578.0
Estonia,EE,Y40-59,2020,1674.0
Estonia,EE,Y40-59,2021,1724.0
Estonia,EE,Y40-59,2022,1640.0
Estonia,EE,Y40-59,2023,1581.0
Estonia,EE,Y40-59,2024,1566.0
Estonia,EE,Y60-79,2015,6233.0
Estonia,EE,Y60-79,2016,5989.0
Estonia,EE,Y60-79,2017,6034.0
Estonia,EE,Y60-79,2018,6049.0
Estonia,EE,Y60-79,2019,5848.0
Estonia,EE,Y60-79,2020,5959.0
Estonia,EE,Y60-79,2021,6928.0
Estonia,EE,Y60-79,2022,6171.0
Estonia,EE,Y60-79,2023,5835.0
Estonia,EE,Y60-79,2024,5963.0
Estonia,EE,Y_GE80,2015,6964.0
Estonia,EE,Y_GE80,2016,7085.0
Estonia,EE,Y_GE80,2017,7436.0
Estonia,EE,Y_GE80,2018,7609.0
Estonia,EE,Y_GE80,2019,7551.0
Estonia,EE,Y_GE80,2020,8065.0
Estonia,EE,Y_GE80,2021,9357.0
Estonia,EE,Y_GE80,2022,8973.0
Estonia,EE,Y_GE80,2023,8125.0
Estonia,EE,Y_GE80,2024,7959.0
Estonia,EE,Y_LT20,2015,99.0
Estonia,EE,Y_LT20,2016,89.0
Estonia,EE,Y_LT20,2017,81.0
Estonia,EE,Y_LT20,2018,79.0
Estonia,EE,Y_LT20,2019,71.0
Estonia,EE,Y_LT20,2020,62.0
Estonia,EE,Y_LT20,2021,83.0
Estonia,EE,Y_LT20,2022,76.0
Estonia,EE,Y_LT20,2023,82.0
Estonia,EE,Y_LT20,2024,75.0
Finland,FI,LT80,2015,24408.0
Finland,FI,LT80,2016,24410.0
Finland,FI,LT80,2017,24388.0
Finland,FI,LT80,2018,24363.0
Finland,FI,LT80,2019,24111.0
Finland,FI,LT80,2020,25040.0
Finland,FI,LT80,2021,25393.0
Finland,FI,LT80,2022,26617.0
Finland,FI,LT80,2023,26843.0
Finland,FI,LT80,2024,25496.17777777778
Finland,FI,TOTAL,2015,53270.0
Finland,FI,TOTAL,2016,53651.0
Finland,FI,TOTAL,2017,53470.0
Finland,FI,TOTAL,2018,54370.0
Finland,FI,TOTAL,2019,53714.0
Finland,FI,TOTAL,2020,56237.0
Finland,FI,TOTAL,2021,57578.0
Finland,FI,TOTAL,2022,61791.0
Finland,FI,TOTAL,2023,61130.0
Finland,FI,TOTAL,2024,56914.57777777778
Finland,FI,Y20-39,2015,892.0
Finland,FI,Y20-39,2016,914.0
Finland,FI,Y20-39,2017,933.0
Finland,FI,Y20-39,2018,891.0
Finland,FI,Y20-39,2019,991.0
Finland,FI,Y20-39,2020,967.0
Finland,FI,Y20-39,2021,867.0
Finland,FI,Y20-39,2022,901.0
Finland,FI,Y20-39,2023,956.0
Finland,FI,Y20-39,2024,866.6666666666666
Finland,FI,Y40-59,2015,4284.0
Finland,FI,Y40-59,2016,4119.0
Finland,FI,Y40-59,2017,3927.0
Finland,FI,Y40-59,2018,3917.0
Finland,FI,Y40-59,2019,3656.0
Finland,FI,Y40-59,2020,3878.0
Finland,FI,Y40-59,2021,3741.0
Finland,FI,Y40-59,2022,3703.0
Finland,FI,Y40-59,2023,3600.0
Finland,FI,Y40-59,2024,3410.0444444444447
Finland,FI,Y60-79,2015,18979.0
Finland,FI,Y60-79,2016,19115.0
Finland,FI,Y60-79,2017,19237.0
Finland,FI,Y60-79,2018,19277.0
Finland,FI,Y60-79,2019,19191.0
Finland,FI,Y60-79,2020,19934.0
Finland,FI,Y60-79,2021,20518.0
Finland,FI,Y60-79,2022,21754.0
Finland,FI,Y60-79,2023,22003.0
Finland,FI,Y60-79,2024,20966.4
Finland,FI,Y_GE80,2015,28862.0
Finland,FI,Y_GE80,2016,29241.0
Finland,FI,Y_GE80,2017,29082.0
Finland,FI,Y_GE80,2018,30007.0
Finland,FI,Y_GE80,2019,29603.0
Finland,FI,Y_GE80,2020,31197.0
Finland,FI,Y_GE80,2021,32185.0
Finland,FI,Y_GE80,2022,35174.0
Finland,FI,Y_GE80,2023,34287.0
Finland,FI,Y_GE80,2024,31418.4
Finland,FI,Y_LT20,2015,253.0
Finland,FI,Y_LT20,2016,262.0
Finland,FI,Y_LT20,2017,291.0
Finland,FI,Y_LT20,2018,278.0
Finland,FI,Y_LT20,2019,273.0
Finland,FI,Y_LT20,2020,261.0
Finland,FI,Y_LT20,2021,267.0
Finland,FI,Y_LT20,2022,259.0
Finland,FI,Y_LT20,2023,284.0
Finland,FI,Y_LT20,2024,253.06666666666666
France,FR,LT80,2015,241211.0
France,FR,LT80,2016,235584.0
France,FR,LT80,2017,237624.0
France,FR,LT80,2018,239641.0
France,FR,LT80,2019,239008.0
France,FR,LT80,2020,260666.0
France,FR,LT80,2021,264893.0
France,FR,LT80,2022,267841.0
France,FR,LT80,2023,258854.0
France,FR,LT80,2024,256035.26530612246
France,FR,TOTAL,2015,604310.0
France,FR,TOTAL,2016,590836.0
France,FR,TOTAL,2017,604105.0
France,FR,TOTAL,2018,607786.0
France,FR,TOTAL,2019,611297.0
France,FR,TOTAL,2020,678770.0
France,FR,TOTAL,2021,659246.0
France,FR,TOTAL,2022,673101.0
France,FR,TOTAL,2023,636704.0
France,FR,TOTAL,2024,630812.0
France,FR,Y20-39,2015,9627.0
France,FR,Y20-39,2016,9196.0
France,FR,Y20-39,2017,9077.0
France,FR,Y20-39,2018,9224.0
France,FR,Y20-39,2019,9218.0
France,FR,Y20-39,2020,9102.0
France,FR,Y20-39,2021,9277.0
France,FR,Y20-39,2022,9591.0
France,FR,Y20-39,2023,9338.0
France,FR,Y20-39,2024,9056.489795918367
France,FR,Y40-59,2015,55622.0
France,FR,Y40-59,2016,52699.0
France,FR,Y40-59,2017,51783.0
France,FR,Y40-59,2018,51361.0
France,FR,Y40-59,2019,49555.0
France,FR,Y40-59,2020,51410.0
France,FR,Y40-59,2021,50650.0
France,FR,Y40-59,2022,50112.0
France,FR,Y40-59,2023,47678.0
France,FR,Y40-59,2024,46253.4693877551
France,FR,Y60-79,2015,170682.0
France,FR,Y60-79,2016,168690.0
France,FR,Y60-79,2017,171799.0
France,FR,Y60-79,2018,174160.0
France,FR,Y60-79,2019,175346.0
France,FR,Y60-79,2020,195582.0
France,FR,Y60-79,2021,200346.0
France,FR,Y60-79,2022,203149.0
France,FR,Y60-79,2023,197083.0
France,FR,Y60-79,2024,195952.97959183675
France,FR,Y_GE80,2015,363098.0
France,FR,Y_GE80,2016,355252.0
France,FR,Y_GE80,2017,366481.0
France,FR,Y_GE80,2018,368145.0
France,FR,Y_GE80,2019,368204.0
France,FR,Y_GE80,2020,412964.0
France,FR,Y_GE80,2021,389882.0
France,FR,Y_GE80,2022,401549.0
France,FR,Y_GE80,2023,374657.0
France,FR,Y_GE80,2024,371632.32653061225
France,FR,Y_LT20,2015,5280.0
France,FR,Y_LT20,2016,4999.0
France,FR,Y_LT20,2017,4965.0
France,FR,Y_LT20,2018,4896.0
France,FR,Y_LT20,2019,4889.0
France,FR,Y_LT20,2020,4572.0
France,FR,Y_LT20,2021,4620.0
France,FR,Y_LT20,2022,4989.0
France,FR,Y_LT20,2023,4755.0
France,FR,Y_LT20,2024,4772.326530612245
Germany,DE,LT80,2015,432402.0
Germany,DE,LT80,2016,415533.0
Germany,DE,LT80,2017,413223.0
Germany,DE,LT80,2018,416881.0
Germany,DE,LT80,2019,402989.0
Germany,DE,LT80,2020,413022.0
Germany,DE,LT80,2021,419733.0
Germany,DE,LT80,2022,421971.0
Germany,DE,LT80,2023,410800.0
Germany,DE,LT80,2024,383797.14285714284
Germany,DE,TOTAL,2015,940708.0
Germany,DE,TOTAL,2016,906309.0
Germany,DE,TOTAL,2017,929351.0
Germany,DE,TOTAL,2018,952295.0
Germany,DE,TOTAL,2019,936772.0
Germany,DE,TOTAL,2020,1001404.0
Germany,DE,TOTAL,2021,1019045.0
Germany,DE,TOTAL,2022,1064232.0
Germany,DE,TOTAL,2023,1024408.0
Germany,DE,TOTAL,2024,994862.9387755102
Germany,DE,Y20-39,2015,10173.0
Germany,DE,Y20-39,2016,9727.0
Germany,DE,Y20-39,2017,9681.0
Germany,DE,Y20-39,2018,9711.0
Germany,DE,Y20-39,2019,9604.0
Germany,DE,Y20-39,2020,9839.0
Germany,DE,Y20-39,2021,9831.0
Germany,DE,Y20-39,2022,10193.0
Germany,DE,Y20-39,2023,9782.0
Germany,DE,Y20-39,2024,0.0
Germany,DE,Y40-59,2015,79966.0
Germany,DE,Y40-59,2016,77236.0
Germany,DE,Y40-59,2017,74823.0
Germany,DE,Y40-59,2018,75520.0
Germany,DE,Y40-59,2019,72328.0
Germany,DE,Y40-59,2020,73885.0
Germany,DE,Y40-59,2021,75220.0
Germany,DE,Y40-59,2022,72206.0
Germany,DE,Y40-59,2023,68470.0
Germany,DE,Y40-59,2024,64873.71428571428
Germany,DE,Y60-79,2015,337762.0
Germany,DE,Y60-79,2016,323810.0
Germany,DE,Y60-79,2017,324254.0
Germany,DE,Y60-79,2018,327110.0
Germany,DE,Y60-79,2019,316641.0
Germany,DE,Y60-79,2020,325123.0
Germany,DE,Y60-79,2021,330439.0
Germany,DE,Y60-79,2022,335178.0
Germany,DE,Y60-79,2023,328196.0
Germany,DE,Y60-79,2024,318923.4285714286
Germany,DE,Y_GE80,2015,508306.0
Germany,DE,Y_GE80,2016,490776.0
Germany,DE,Y_GE80,2017,516128.0
Germany,DE,Y_GE80,2018,535414.0
Germany,DE,Y_GE80,2019,533783.0
Germany,DE,Y_GE80,2020,588382.0
Germany,DE,Y_GE80,2021,599312.0
Germany,DE,Y_GE80,2022,642261.0
Germany,DE,Y_GE80,2023,613608.0
Germany,DE,Y_GE80,2024,596846.4489795918
Germany,DE,Y_LT20,2015,4501.0
Germany,DE,Y_LT20,2016,4760.0
Germany,DE,Y_LT20,2017,4465.0
Germany,DE,Y_LT20,2018,4540.0
Germany,DE,Y_LT20,2019,4416.0
Germany,DE,Y_LT20,2020,4175.0
Germany,DE,Y_LT20,2021,4243.0
Germany,DE,Y_LT20,2022,4394.0
Germany,DE,Y_LT20,2023,4352.0
Germany,DE,Y_LT20,2024,0.0
Greece,EL,LT80,2015,49698.0
Greece,EL,LT80,2016,47575.0
Greece,EL,LT80,2017,47885.0
Greece,EL,LT80,2018,46178.0
Greece,EL,LT80,2019,46435.0
Greece,EL,LT80,2020,49751.0
Greece,EL,LT80,2021,55787.0
Greece,EL,LT80,2022,52013.0
Greece,EL,LT80,2023,49033.0
Greece,EL,LT80,2024,48559.333333333336
Greece,EL,TOTAL,2015,123324.0
Greece,EL,TOTAL,2016,118116.0
Greece,EL,TOTAL,2017,124069.0
Greece,EL,TOTAL,2018,119952.0
Greece,EL,TOTAL,2019,124538.0
Greece,EL,TOTAL,2020,132969.0
Greece,EL,TOTAL,2021,143668.0
Greece,EL,TOTAL,2022,140292.0
Greece,EL,TOTAL,2023,127671.0
Greece,EL,TOTAL,2024,125661.25
Greece,EL,Y20-39,2015,1616.0
Greece,EL,Y20-39,2016,1519.0
Greece,EL,Y20-39,2017,1394.0
Greece,EL,Y20-39,2018,1416.0
Greece,EL,Y20-39,2019,1347.0
Greece,EL,Y20-39,2020,1304.0
Greece,EL,Y20-39,2021,1432.0
Greece,EL,Y20-39,2022,1331.0
Greece,EL,Y20-39,2023,1261.0
Greece,EL,Y20-39,2024,1160.25
Greece,EL,Y40-59,2015,9253.0
Greece,EL,Y40-59,2016,9013.0
Greece,EL,Y40-59,2017,8912.0
Greece,EL,Y40-59,2018,8739.0
Greece,EL,Y40-59,2019,8779.0
Greece,EL,Y40-59,2020,9170.0
Greece,EL,Y40-59,2021,10367.0
Greece,EL,Y40-59,2022,9171.0
Greece,EL,Y40-59,2023,8620.0
Greece,EL,Y40-59,2024,8478.166666666666
Greece,EL,Y60-79,2015,38177.0
Greece,EL,Y60-79,2016,36342.0
Greece,EL,Y60-79,2017,36967.0
Greece,EL,Y60-79,2018,35450.0
Greece,EL,Y60-79,2019,35731.0
Greece,EL,Y60-79,2020,38762.0
Greece,EL,Y60-79,2021,43448.0
Greece,EL,Y60-79,2022,41014.0
Greece,EL,Y60-79,2023,38642.0
Greece,EL,Y60-79,2024,38366.25
Greece,EL,Y_GE80,2015,73626.0
Greece,EL,Y_GE80,2016,70541.0
Greece,EL,Y_GE80,2017,76184.0
Greece,EL,Y_GE80,2018,73771.0
Greece,EL,Y_GE80,2019,78094.0
Greece,EL,Y_GE80,2020,83218.0
Greece,EL,Y_GE80,2021,87880.0
Greece,EL,Y_GE80,2022,88259.0
Greece,EL,Y_GE80,2023,78638.0
Greece,EL,Y_GE80,2024,77093.25
Greece,EL,Y_LT20,2015,652.0
Greece,EL,Y_LT20,2016,701.0
Greece,EL,Y_LT20,2017,612.0
Greece,EL,Y_LT20,2018,573.0
Greece,EL,Y_LT20,2019,578.0
Greece,EL,Y_LT20,2020,515.0
Greece,EL,Y_LT20,2021,540.0
Greece,EL,Y_LT20,2022,497.0
Greece,EL,Y_LT20,2023,510.0
Greece,EL,Y_LT20,2024,554.6666666666666
Hungary,HU,LT80,2015,78667.0
Hungary,HU,LT80,2016,74980.0
Hungary,HU,LT80,2017,77146.0
Hungary,HU,LT80,2018,76761.0
Hungary,HU,LT80,2019,75741.0
Hungary,HU,LT80,2020,84034.0
Hungary,HU,LT80,2021,94669.0
Hungary,HU,LT80,2022,79836.0
Hungary,HU,LT80,2023,75039.0
Hungary,HU,LT80,2024,72635.51020408163
Hungary,HU,TOTAL,2015,133978.0
Hungary,HU,TOTAL,2016,126293.0
Hungary,HU,TOTAL,2017,131293.0
Hungary,HU,TOTAL,2018,130624.0
Hungary,HU,TOTAL,2019,129275.0
Hungary,HU,TOTAL,2020,143236.0
Hungary,HU,TOTAL,2021,155052.0
Hungary,HU,TOTAL,2022,135960.0
Hungary,HU,TOTAL,2023,127746.0
Hungary,HU,TOTAL,2024,125021.79591836735
Hungary,HU,Y20-39,2015,1965.0
Hungary,HU,Y20-39,2016,1743.0
Hungary,HU,Y20-39,2017,1788.0
Hungary,HU,Y20-39,2018,1737.0
Hungary,HU,Y20-39,2019,1622.0
Hungary,HU,Y20-39,2020,1773.0
Hungary,HU,Y20-39,2021,2097.0
Hungary,HU,Y20-39,2022,1695.0
Hungary,HU,Y20-39,2023,1643.0
Hungary,HU,Y20-39,2024,1623.6734693877552
Hungary,HU,Y40-59,2015,16875.0
Hungary,HU,Y40-59,2016,15368.0
Hungary,HU,Y40-59,2017,14968.0
Hungary,HU,Y40-59,2018,14661.0
Hungary,HU,Y40-59,2019,14085.0
Hungary,HU,Y40-59,2020,14953.0
Hungary,HU,Y40-59,2021,17664.0
Hungary,HU,Y40-59,2022,14236.0
Hungary,HU,Y40-59,2023,12971.0
Hungary,HU,Y40-59,2024,12780.326530612245
Hungary,HU,Y60-79,2015,59078.0
Hungary,HU,Y60-79,2016,57177.0
Hungary,HU,Y60-79,2017,59728.0
Hungary,HU,Y60-79,2018,59787.0
Hungary,HU,Y60-79,2019,59390.0
Hungary,HU,Y60-79,2020,66727.0
Hungary,HU,Y60-79,2021,74312.0
Hungary,HU,Y60-79,2022,63301.0
Hungary,HU,Y60-79,2023,59888.0
Hungary,HU,Y60-79,2024,57652.08163265306
Hungary,HU,Y_GE80,2015,55291.0
Hungary,HU,Y_GE80,2016,51300.0
Hungary,HU,Y_GE80,2017,54137.0
Hungary,HU,Y_GE80,2018,53854.0
Hungary,HU,Y_GE80,2019,53516.0
Hungary,HU,Y_GE80,2020,59177.0
Hungary,HU,Y_GE80,2021,60362.0
Hungary,HU,Y_GE80,2022,56108.0
Hungary,HU,Y_GE80,2023,52682.0
Hungary,HU,Y_GE80,2024,52386.28571428572
Hungary,HU,Y_LT20,2015,749.0
Hungary,HU,Y_LT20,2016,692.0
Hungary,HU,Y_LT20,2017,662.0
Hungary,HU,Y_LT20,2018,576.0
Hungary,HU,Y_LT20,2019,644.0
Hungary,HU,Y_LT20,2020,581.0
Hungary,HU,Y_LT20,2021,596.0
Hungary,HU,Y_LT20,2022,604.0
Hungary,HU,Y_LT20,2023,537.0
Hungary,HU,Y_LT20,2024,579.4285714285714
Iceland,IS,LT80,2015,924.0
Iceland,IS,LT80,2016,994.0
Iceland,IS,LT80,2017,959.0
Iceland,IS,LT80,2018,978.0
Iceland,IS,LT80,2019,971.0
Iceland,IS,LT80,2020,1060.0
Iceland,IS,LT80,2021,1077.0
Iceland,IS,LT80,2022,1221.0
Iceland,IS,LT80,2023,1162.0
Iceland,IS,LT80,2024,1205.4545454545455
Iceland,IS,TOTAL,2015,2223.0
Iceland,IS,TOTAL,2016,2295.0
Iceland,IS,TOTAL,2017,2231.0
Iceland,IS,TOTAL,2018,2250.0
Iceland,IS,TOTAL,2019,2263.0
Iceland,IS,TOTAL,2020,2345.0
Iceland,IS,TOTAL,2021,2338.0
Iceland,IS,TOTAL,2022,2690.0
Iceland,IS,TOTAL,2023,2565.0
Iceland,IS,TOTAL,2024,2601.181818181818
Iceland,IS,Y20-39,2015,45.0
Iceland,IS,Y20-39,2016,58.0
Iceland,IS,Y20-39,2017,67.0
Iceland,IS,Y20-39,2018,68.0
Iceland,IS,Y20-39,2019,56.0
Iceland,IS,Y20-39,2020,65.0
Iceland,IS,Y20-39,2021,64.0
Iceland,IS,Y20-39,2022,67.0
Iceland,IS,Y20-39,2023,75.0
Iceland,IS,Y20-39,2024,75.63636363636364
Iceland,IS,Y40-59,2015,199.0
Iceland,IS,Y40-59,2016,166.0
Iceland,IS,Y40-59,2017,181.0
Iceland,IS,Y40-59,2018,183.0
Iceland,IS,Y40-59,2019,203.0
Iceland,IS,Y40-59,2020,201.0
Iceland,IS,Y40-59,2021,193.0
Iceland,IS,Y40-59,2022,197.0
Iceland,IS,Y40-59,2023,229.0
Iceland,IS,Y40-59,2024,180.8181818181818
Iceland,IS,Y60-79,2015,653.0
Iceland,IS,Y60-79,2016,752.0
Iceland,IS,Y60-79,2017,687.0
Iceland,IS,Y60-79,2018,707.0
Iceland,IS,Y60-79,2019,702.0
Iceland,IS,Y60-79,2020,770.0
Iceland,IS,Y60-79,2021,792.0
Iceland,IS,Y60-79,2022,939.0
Iceland,IS,Y60-79,2023,835.0
Iceland,IS,Y60-79,2024,921.8181818181818
Iceland,IS,Y_GE80,2015,1299.0
Iceland,IS,Y_GE80,2016,1301.0
Iceland,IS,Y_GE80,2017,1272.0
Iceland,IS,Y_GE80,2018,1272.0
Iceland,IS,Y_GE80,2019,1292.0
Iceland,IS,Y_GE80,2020,1285.0
Iceland,IS,Y_GE80,2021,1261.0
Iceland,IS,Y_GE80,2022,1469.0
Iceland,IS,Y_GE80,2023,1403.0
Iceland,IS,Y_GE80,2024,1395.7272727272727
Iceland,IS,Y_LT20,2015,27.0
Iceland,IS,Y_LT20,2016,18.0
Iceland,IS,Y_LT20,2017,24.0
Iceland,IS,Y_LT20,2018,20.0
Iceland,IS,Y_LT20,2019,10.0
Iceland,IS,Y_LT20,2020,24.0
Iceland,IS,Y_LT20,2021,28.0
Iceland,IS,Y_LT20,2022,18.0
Iceland,IS,Y_LT20,2023,23.0
Iceland,IS,Y_LT20,2024,27.18181818181818
Ireland,IE,TOTAL,2015,31401.0
Ireland,IE,TOTAL,2016,31134.0
Ireland,IE,TOTAL,2017,31013.0
Ireland,IE,TOTAL,2018,31607.0
Ireland,IE,TOTAL,2019,31246.0
Ireland,IE,TOTAL,2020,32474.0
Ireland,IE,TOTAL,2021,34259.0
Ireland,IE,TOTAL,2022,35176.0
Ireland,IE,TOTAL,2023,35099.0
Ireland,IE,TOTAL,2024,34499.833333333336
Italy,IT,LT80,2015,249553.0
Italy,IT,LT80,2016,233630.0
Italy,IT,LT80,2017,238643.0
Italy,IT,LT80,2018,232092.0
Italy,IT,LT80,2019,227378.0
Italy,IT,LT80,2020,263592.0
Italy,IT,LT80,2021,252990.0
Italy,IT,LT80,2022,241616.0
Italy,IT,LT80,2023,228358.0
Italy,IT,LT80,2024,220644.27272727274
Italy,IT,TOTAL,2015,667986.0
Italy,IT,TOTAL,2016,623748.0
Italy,IT,TOTAL,2017,656891.0
Italy,IT,TOTAL,2018,638884.0
Italy,IT,TOTAL,2019,642964.0
Italy,IT,TOTAL,2020,756862.0
Italy,IT,TOTAL,2021,706250.0
Italy,IT,TOTAL,2022,711272.0
Italy,IT,TOTAL,2023,658403.0
Italy,IT,TOTAL,2024,637141.8181818181
Italy,IT,Y20-39,2015,5984.0
Italy,IT,Y20-39,2016,5571.0
Italy,IT,Y20-39,2017,5324.0
Italy,IT,Y20-39,2018,5366.0
Italy,IT,Y20-39,2019,5024.0
Italy,IT,Y20-39,2020,4960.0
Italy,IT,Y20-39,2021,5199.0
Italy,IT,Y20-39,2022,4970.0
Italy,IT,Y20-39,2023,4869.0
Italy,IT,Y20-39,2024,4793.454545454546
Italy,IT,Y40-59,2015,41861.0
Italy,IT,Y40-59,2016,39637.0
Italy,IT,Y40-59,2017,39684.0
Italy,IT,Y40-59,2018,39375.0
Italy,IT,Y40-59,2019,38510.0
Italy,IT,Y40-59,2020,42093.0
Italy,IT,Y40-59,2021,41706.0
Italy,IT,Y40-59,2022,39309.0
Italy,IT,Y40-59,2023,37374.0
Italy,IT,Y40-59,2024,35617.63636363637
Italy,IT,Y60-79,2015,198788.0
Italy,IT,Y60-79,2016,185727.0
Italy,IT,Y60-79,2017,190952.0
Italy,IT,Y60-79,2018,184646.0
Italy,IT,Y60-79,2019,181545.0
Italy,IT,Y60-79,2020,214376.0
Italy,IT,Y60-79,2021,203919.0
Italy,IT,Y60-79,2022,195305.0
Italy,IT,Y60-79,2023,184012.0
Italy,IT,Y60-79,2024,178202.81818181818
Italy,IT,Y_GE80,2015,418433.0
Italy,IT,Y_GE80,2016,390118.0
Italy,IT,Y_GE80,2017,418248.0
Italy,IT,Y_GE80,2018,406792.0
Italy,IT,Y_GE80,2019,415586.0
Italy,IT,Y_GE80,2020,493270.0
Italy,IT,Y_GE80,2021,453260.0
Italy,IT,Y_GE80,2022,469656.0
Italy,IT,Y_GE80,2023,430045.0
Italy,IT,Y_GE80,2024,416497.54545454547
Italy,IT,Y_LT20,2015,2920.0
Italy,IT,Y_LT20,2016,2695.0
Italy,IT,Y_LT20,2017,2683.0
Italy,IT,Y_LT20,2018,2705.0
Italy,IT,Y_LT20,2019,2299.0
Italy,IT,Y_LT20,2020,2163.0
Italy,IT,Y_LT20,2021,2166.0
Italy,IT,Y_LT20,2022,2032.0
Italy,IT,Y_LT20,2023,2103.0
Italy,IT,Y_LT20,2024,2030.3636363636365
Latvia,LV,LT80,2015,17036.0
Latvia,LV,LT80,2016,16521.0
Latvia,LV,LT80,2017,16443.0
Latvia,LV,LT80,2018,16172.0
Latvia,LV,LT80,2019,15215.0
Latvia,LV,LT80,2020,15860.0
Latvia,LV,LT80,2021,18794.0
Latvia,LV,LT80,2022,16110.0
Latvia,LV,LT80,2023,14919.0
Latvia,LV,LT80,2024,13893.0
Latvia,LV,TOTAL,2015,28972.0
Latvia,LV,TOTAL,2016,28443.0
Latvia,LV,TOTAL,2017,28659.0
Latvia,LV,TOTAL,2018,28743.0
Latvia,LV,TOTAL,2019,27632.0
Latvia,LV,TOTAL,2020,29336.0
Latvia,LV,TOTAL,2021,34471.0
Latvia,LV,TOTAL,2022,30278.0
Latvia,LV,TOTAL,2023,27618.0
Latvia,LV,TOTAL,2024,26183.0
Latvia,LV,Y20-39,2015,867.0
Latvia,LV,Y20-39,2016,806.0
Latvia,LV,Y20-39,2017,799.0
Latvia,LV,Y20-39,2018,715.0
Latvia,LV,Y20-39,2019,638.0
Latvia,LV,Y20-39,2020,613.0
Latvia,LV,Y20-39,2021,744.0
Latvia,LV,Y20-39,2022,717.0
Latvia,LV,Y20-39,2023,655.0
Latvia,LV,Y20-39,2024,557.0
Latvia,LV,Y40-59,2015,4013.0
Latvia,LV,Y40-59,2016,3835.0
Latvia,LV,Y40-59,2017,3739.0
Latvia,LV,Y40-59,2018,3789.0
Latvia,LV,Y40-59,2019,3471.0
Latvia,LV,Y40-59,2020,3501.0
Latvia,LV,Y40-59,2021,4309.0
Latvia,LV,Y40-59,2022,3649.0
Latvia,LV,Y40-59,2023,3318.0
Latvia,LV,Y40-59,2024,3142.0
Latvia,LV,Y60-79,2015,11978.0
Latvia,LV,Y60-79,2016,11703.0
Latvia,LV,Y60-79,2017,11729.0
Latvia,LV,Y60-79,2018,11518.0
Latvia,LV,Y60-79,2019,10956.0
Latvia,LV,Y60-79,2020,11601.0
Latvia,LV,Y60-79,2021,13635.0
Latvia,LV,Y60-79,2022,11628.0
